web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723585852-919","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Bryce Cotton","UTA","22","G","12","12","100","24","46","52.2","42.3","9.9"
"1723585852-920","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Quincy Miller","DET","22","F","8","8","100","15","42","35.7","45.3","-9.6"
"1723585852-921","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Earl Clark","BKN","27","F","10","10","100","16","42","38.1","43.7","-5.6"
"1723585852-922","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jordan Hamilton","LAC","24","G-F","12","12","100","17","38","44.7","42.2","2.5"
"1723585852-923","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jack Cooley","UTA","24","F","15","15","100","16","37","43.2","43.1","0.1"
"1723585852-924","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Reggie Williams","SAS","28","F","15","15","100","19","37","51.4","43.2","8.2"
"1723585852-925","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Dahntay Jones","LAC","34","G-F","17","17","100","16","36","44.4","41.8","2.6"
"1723585852-926","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Ognjen Kuzmic","GSW","25","C","12","12","100","20","35","57.1","46.0","11.1"
"1723585852-927","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Ekpe Udoh","LAC","28","F","20","20","100","14","34","41.2","43.6","-2.4"
"1723585852-928","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Kenyon Martin","MIL","37","F","7","7","100","11","33","33.3","45.0","-11.6"
"1723585852-929","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Elliot Williams","PHI","26","G","8","8","100","18","32","56.3","42.0","14.3"
"1723585852-930","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","C.J. Wilcox","LAC","24","G","17","17","100","17","30","56.7","40.0","16.6"
"1723585852-931","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Paul George","IND","25","F-G","6","6","100","11","30","36.7","42.5","-5.9"
"1723585852-932","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Dwight Buycks","LAL","26","G","6","6","100","14","29","48.3","43.0","5.3"
"1723585852-933","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Will Cherry","TOR","24","G","8","8","100","12","26","46.2","43.8","2.4"
"1723585852-934","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jannero Pargo","CHA","35","G","7","7","100","8","25","32.0","43.0","-11.0"
"1723585852-935","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Xavier Henry","LAL","24","F-G","9","9","100","11","25","44.0","40.2","3.8"
"1723585852-936","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jared Cunningham","LAC","24","G","13","13","100","9","25","36.0","37.8","-1.8"
"1723585852-937","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Will Bynum","WAS","32","G","5","5","100","15","24","62.5","41.2","21.3"
"1723585852-938","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Arinze Onuaku","MIN","27","F-C","4","4","100","10","23","43.5","48.7","-5.2"
"1723585852-939","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Drew Gordon","PHI","24","C-F","7","7","100","12","23","52.2","44.8","7.4"
"1723585852-940","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Greg Stiemsma","TOR","29","C","11","11","100","8","21","38.1","45.8","-7.7"
"1723585852-941","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Shannon Brown","MIA","29","G","4","4","100","10","21","47.6","44.4","3.2"
"1723585852-942","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Cameron Bairstow","CHI","24","F-C","11","11","100","9","21","42.9","48.2","-5.3"
"1723585852-943","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","David Stockton","SAC","24","G","3","3","100","5","20","25.0","37.1","-12.1"
"1723585852-944","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Victor Claver","POR","26","F","7","7","100","10","20","50.0","44.0","6.0"
"1723585852-945","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Chris Douglas-Roberts","LAC","28","G","8","8","100","12","18","66.7","43.3","23.4"
"1723585852-946","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Lester Hudson","LAC","30","G","4","4","100","7","18","38.9","40.4","-1.5"
"1723585852-947","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Zoran Dragic","MIA","26","G-F","9","9","100","5","17","29.4","40.9","-11.5"
"1723585852-948","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Russ Smith","MEM","24","G","8","8","100","5","16","31.3","41.8","-10.6"
"1723585852-949","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Sean Kilpatrick","MIN","25","G","4","4","100","8","15","53.3","42.4","10.9"
"1723585852-950","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Grant Jerrett","UTA","21","F","6","6","100","7","15","46.7","43.1","3.5"
"1723585852-951","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Vander Blue","LAL","22","G","2","2","100","4","13","30.8","40.5","-9.7"
"1723585852-952","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Gal Mekel","DAL","27","G","4","4","100","3","13","23.1","43.3","-20.2"
"1723585852-953","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Andrei Kirilenko","BKN","34","F","6","6","100","5","13","38.5","43.2","-4.8"
"1723585852-954","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Miroslav Raduljica","MIN","27","C","5","5","100","8","12","66.7","46.8","19.9"
"1723585852-955","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Darius Miller","NOP","25","F","4","4","100","4","11","36.4","45.4","-9.0"
"1723585852-956","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Glen Rice","WAS","24","G-F","5","5","100","7","11","63.6","41.1","22.6"
"1723585852-957","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Lucas Nogueira","TOR","22","C","5","5","100","8","9","88.9","45.6","43.2"
"1723585852-958","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Patrick Christopher","MEM","27","G","3","3","100","7","9","77.8","42.6","35.2"
"1723585852-959","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Andre Dawkins","MIA","23","G","4","4","100","2","8","25.0","43.0","-18.0"
"1723585852-960","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Bruno Caboclo","TOR","19","F","4","4","100","5","7","71.4","43.2","28.2"
"1723585852-961","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Toure' Murry","UTA","25","F","4","4","100","3","7","42.9","42.3","0.6"
"1723585852-962","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Ronny Turiaf","MIN","32","C","1","1","100","6","6","100","44.7","55.3"
"1723585852-963","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jamaal Franklin","DEN","23","G","1","1","100","3","5","60.0","39.3","20.7"
"1723585852-964","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Alex Kirk","CLE","23","C","3","3","100","3","4","75.0","49.8","25.2"
"1723585852-965","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","David Wear","SAC","24","F","2","2","100","2","4","50.0","42.8","7.3"
"1723585852-966","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Kalin Lucas","MEM","26","G","1","1","100","2","3","66.7","41.1","25.6"
"1723585852-967","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Jerel McNeal","PHX","28","G","3","3","100","1","3","33.3","43.4","-10.1"
"1723585852-968","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Sim Bhullar","SAC","22","C","1","1","100","1","2","50.0","53.3","-3.3"
"1723585852-969","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Seth Curry","PHX","24","G","1","1","100","1","2","50.0","45.9","4.2"
"1723585852-970","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Tyrus Thomas","MEM","28","F","1","1","100","0","2","0.0","36.8","-36.8"
"1723585852-971","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Julius Randle","LAL","20","F","1","1","100","1","1","100","34.2","65.8"
"1723585852-972","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2014-15","","Eric Moreland","SAC","23","F","1","1","100","1","1","100","44.4","55.6"
"1723585888-973","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Draymond Green","GSW","26","F","81","81","100","528","1331","39.7","45.5","-5.8"
"1723585888-974","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Serge Ibaka","OKC","26","F","78","78","100","542","1203","45.1","46.0","-0.9"
"1723585888-975","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","DeAndre Jordan","LAC","27","C","77","77","100","486","1140","42.6","47.0","-4.4"
"1723585888-976","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Al Horford","ATL","30","C-F","82","82","100","509","1135","44.8","46.9","-2.1"
"1723585888-977","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Marcin Gortat","WAS","32","C","75","75","100","526","1132","46.5","47.4","-0.9"
"1723585888-978","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Andre Drummond","DET","22","C","81","81","100","558","1111","50.2","48.6","1.6"
"1723585888-979","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Brook Lopez","BKN","28","C","73","73","100","504","1104","45.7","47.9","-2.3"
"1723585888-980","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Paul Millsap","ATL","31","F","81","81","100","507","1102","46.0","46.3","-0.3"
"1723585888-981","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Karl-Anthony Towns","MIN","20","C-F","82","82","100","523","1099","47.6","47.4","0.2"
"1723585888-982","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Harden","HOU","26","G","82","82","100","512","1090","47.0","44.6","2.4"
"1723585888-983","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","DeMarcus Cousins","SAC","25","C-F","64","64","100","492","1078","45.6","46.4","-0.8"
"1723585888-984","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Robin Lopez","NYK","28","C","82","82","100","506","1071","47.2","47.8","-0.6"
"1723585888-985","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Steven Adams","OKC","22","C","80","80","100","442","1056","41.9","47.2","-5.3"
"1723585888-986","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Hassan Whiteside","MIA","27","C","73","73","100","488","1056","46.2","47.8","-1.6"
"1723585888-987","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Andrew Wiggins","MIN","21","G-F","81","81","100","468","1039","45.0","44.4","0.6"
"1723585888-988","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kevin Love","CLE","27","F","77","77","100","514","1028","50.0","46.5","3.5"
"1723585888-989","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Pau Gasol","CHI","35","C-F","72","72","100","456","1025","44.5","48.4","-3.9"
"1723585888-990","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Tristan Thompson","CLE","25","C-F","81","81","100","462","1015","45.5","46.2","-0.7"
"1723585888-991","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Dirk Nowitzki","DAL","38","F","75","75","100","465","1004","46.3","46.0","0.3"
"1723585888-992","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Giannis Antetokounmpo","MIL","21","F","80","80","100","444","993","44.7","45.5","-0.8"
"1723585888-993","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kemba Walker","CHA","26","G","81","81","100","441","992","44.5","43.9","0.6"
"1723585888-994","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kristaps Porzingis","NYK","20","F-C","72","72","100","409","977","41.9","46.5","-4.6"
"1723585888-995","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","LaMarcus Aldridge","SAS","30","F","74","74","100","418","941","44.4","46.2","-1.8"
"1723585888-996","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Paul George","IND","26","F","81","81","100","377","915","41.2","44.5","-3.3"
"1723585888-997","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Julius Randle","LAL","21","F","81","81","100","453","913","49.6","46.1","3.5"
"1723585888-998","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","CJ McCollum","POR","24","G","80","80","100","412","912","45.2","43.7","1.5"
"1723585888-999","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Anthony Davis","NOP","23","F-C","61","61","100","391","904","43.3","46.6","-3.4"
"1723585888-1000","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Roy Hibbert","LAL","29","C","81","81","100","447","904","49.4","47.7","1.7"
"1723585888-1001","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Thaddeus Young","BKN","28","F","73","73","100","428","901","47.5","45.9","1.6"
"1723585888-1002","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jabari Parker","MIL","21","F","76","76","100","452","900","50.2","45.0","5.2"
"1723585888-1003","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Greg Monroe","MIL","26","C-F","79","79","100","444","896","49.6","47.4","2.1"
"1723585888-1004","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Mason Plumlee","POR","26","C-F","82","82","100","449","889","50.5","48.5","2.0"
"1723585888-1005","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Zaza Pachulia","DAL","32","C","76","76","100","434","883","49.2","47.7","1.5"
"1723585888-1006","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Reggie Jackson","DET","26","G","79","79","100","422","880","48.0","44.4","3.6"
"1723585888-1007","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Damian Lillard","POR","25","G","75","75","100","396","879","45.1","43.8","1.2"
"1723585888-1008","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Gorgui Dieng","MIN","26","C-F","82","82","100","435","873","49.8","47.1","2.7"
"1723585888-1009","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Clarkson","LAL","24","G","79","79","100","421","865","48.7","44.5","4.2"
"1723585888-1010","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Marvin Williams","CHA","30","F","81","81","100","386","856","45.1","45.2","-0.2"
"1723585888-1011","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Derrick Favors","UTA","24","F-C","62","62","100","385","855","45.0","47.2","-2.2"
"1723585888-1012","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Stephen Curry","GSW","28","G","79","79","100","338","854","39.6","43.2","-3.6"
"1723585888-1013","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Dwight Howard","HOU","30","C","70","70","100","402","846","47.5","46.7","0.8"
"1723585888-1014","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kyle Korver","ATL","35","G","80","80","100","364","845","43.1","44.0","-0.9"
"1723585888-1015","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jimmy Butler","CHI","26","G-F","67","67","100","392","839","46.7","44.8","2.0"
"1723585888-1016","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Rudy Gay","SAC","29","F","69","69","100","375","838","44.7","45.2","-0.4"
"1723585888-1017","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Tobias Harris","DET","23","F","75","75","100","393","834","47.1","45.0","2.1"
"1723585888-1018","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Nerlens Noel","PHI","22","F-C","67","67","100","395","834","47.4","47.5","-0.1"
"1723585888-1019","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jerami Grant","PHI","22","F","77","77","100","349","832","41.9","45.3","-3.4"
"1723585888-1020","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kevin Durant","OKC","27","F","72","72","100","322","831","38.7","44.8","-6.1"
"1723585888-1021","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Victor Oladipo","ORL","24","G","71","71","100","366","831","44.0","43.8","0.2"
"1723585888-1022","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Marcus Morris Sr.","DET","26","F","80","80","100","353","828","42.6","44.6","-1.9"
"1723585888-1023","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Amir Johnson","BOS","29","F","78","78","100","380","827","45.9","46.5","-0.6"
"1723585888-1024","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Luol Deng","MIA","31","F","74","74","100","388","824","47.1","45.2","1.8"
"1723585888-1025","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ish Smith","PHI","27","G","73","73","100","393","817","48.1","44.0","4.1"
"1723585888-1026","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Klay Thompson","GSW","26","G","80","80","100","349","816","42.8","44.3","-1.5"
"1723585888-1027","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Alex Len","PHX","23","C","77","77","100","379","815","46.5","47.2","-0.7"
"1723585888-1028","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","George Hill","IND","30","G","74","74","100","350","812","43.1","43.8","-0.6"
"1723585888-1029","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jared Sullinger","BOS","24","C-F","80","80","100","382","811","47.1","47.6","-0.5"
"1723585888-1030","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Green","LAC","29","F","80","80","100","374","808","46.3","44.7","1.6"
"1723585888-1031","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Nikola Vucevic","ORL","25","C","64","64","100","371","799","46.4","47.9","-1.5"
"1723585888-1032","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","D'Angelo Russell","LAL","20","G","79","79","100","382","799","47.8","43.8","4.0"
"1723585888-1033","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Monta Ellis","IND","30","G","81","81","100","324","798","40.6","43.3","-2.7"
"1723585888-1034","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kyle Lowry","TOR","30","G","76","76","100","357","797","44.8","44.0","0.8"
"1723585888-1035","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Bismack Biyombo","TOR","23","C-F","81","81","100","344","797","43.2","46.4","-3.2"
"1723585888-1036","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","John Wall","WAS","25","G","77","77","100","334","796","42.0","44.1","-2.1"
"1723585888-1037","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Evan Turner","BOS","27","G-F","80","80","100","326","795","41.0","44.3","-3.2"
"1723585888-1038","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Khris Middleton","MIL","24","G-F","79","79","100","333","792","42.0","44.5","-2.4"
"1723585888-1039","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Taj Gibson","CHI","31","F","73","73","100","343","785","43.7","46.0","-2.4"
"1723585888-1040","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","P.J. Tucker","PHX","31","F","82","82","100","333","782","42.6","44.5","-1.9"
"1723585888-1041","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Wesley Matthews","DAL","29","G-F","78","78","100","339","779","43.5","44.5","-1.0"
"1723585888-1042","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jae Crowder","BOS","25","F","72","72","100","344","778","44.2","44.7","-0.5"
"1723585888-1043","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Justise Winslow","MIA","20","F","78","78","100","324","776","41.8","44.1","-2.4"
"1723585888-1044","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jared Dudley","WAS","30","F","81","81","100","351","776","45.2","45.0","0.2"
"1723585888-1045","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Clint Capela","HOU","22","F-C","77","77","100","343","776","44.2","46.6","-2.4"
"1723585888-1046","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Enes Freedom","OKC","24","C","82","82","100","361","775","46.6","46.7","-0.1"
"1723585888-1047","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kentavious Caldwell-Pope","DET","23","G","76","76","100","316","775","40.8","43.7","-2.9"
"1723585888-1048","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joe Johnson","MIA","35","F-G","81","81","100","351","767","45.8","44.6","1.2"
"1723585888-1049","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Nikola Jokic","DEN","21","C","79","79","100","358","765","46.8","47.6","-0.8"
"1723585888-1050","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ian Mahinmi","IND","29","C","71","71","100","367","760","48.3","46.7","1.6"
"1723585888-1051","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Matt Barnes","MEM","36","F","76","76","100","361","755","47.8","44.4","3.4"
"1723585888-1052","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Emmanuel Mudiay","DEN","20","G","68","68","100","337","752","44.8","43.9","1.0"
