web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723586216-5441","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jae'Sean Tate","HOU","28","F","65","65","100","174","406","42.9","47.0","-4.1"
"1723586216-5442","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Talen Horton-Tucker","UTA","23","G","51","51","100","202","406","49.8","46.3","3.4"
"1723586216-5443","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Killian Hayes","DET","22","G","42","42","100","215","403","53.3","46.6","6.8"
"1723586216-5444","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nikola Jovic","MIA","21","F","44","44","100","196","402","48.8","48.2","0.6"
"1723586216-5445","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Vasilije Micic","CHA","30","G","60","60","100","202","401","50.4","46.8","3.6"
"1723586216-5446","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","GG Jackson II","MEM","19","F","46","46","100","196","401","48.9","47.4","1.4"
"1723586216-5447","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Davion Mitchell","SAC","25","G","68","68","100","194","400","48.5","45.8","2.7"
"1723586216-5448","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Taylor Hendricks","UTA","20","F","40","40","100","206","397","51.9","47.4","4.5"
"1723586216-5449","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keon Ellis","SAC","24","G","55","55","100","180","396","45.5","46.9","-1.4"
"1723586216-5450","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Gordon Hayward","OKC","34","F","51","51","100","177","390","45.4","46.9","-1.5"
"1723586216-5451","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Alec Burks","NYK","32","G","64","64","100","186","390","47.7","46.6","1.1"
"1723586216-5452","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tre Mann","CHA","23","G","36","36","100","200","389","51.4","46.2","5.2"
"1723586216-5453","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Gary Harris","ORL","29","G","54","54","100","185","387","47.8","45.9","1.9"
"1723586216-5454","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Love","MIA","35","F-C","55","55","100","179","384","46.6","49.7","-3.1"
"1723586216-5455","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mo Bamba","PHI","26","C","54","54","100","192","383","50.1","50.2","0.0"
"1723586216-5456","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ziaire Williams","MEM","22","F","48","48","100","186","381","48.8","46.6","2.2"
"1723586216-5457","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Doug McDermott","IND","32","F","63","63","100","190","381","49.9","45.7","4.2"
"1723586216-5458","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kenrich Williams","OKC","29","G-F","69","69","100","202","380","53.2","47.0","6.2"
"1723586216-5459","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dante Exum","DAL","28","G","54","54","100","195","379","51.5","46.7","4.8"
"1723586216-5460","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kris Murray","POR","23","F","54","54","100","184","377","48.8","47.1","1.7"
"1723586216-5461","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Josh Okogie","PHX","25","G","58","58","100","178","376","47.3","46.7","0.6"
"1723586216-5462","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malachi Flynn","DET","26","G","63","63","100","195","375","52.0","45.1","6.9"
"1723586216-5463","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Troy Brown Jr.","DET","24","G-F","56","56","100","207","372","55.6","46.4","9.2"
"1723586216-5464","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malcolm Brogdon","POR","31","G","39","39","100","178","370","48.1","47.4","0.7"
"1723586216-5465","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Shaedon Sharpe","POR","21","G","32","32","100","195","369","52.8","46.7","6.1"
"1723586216-5466","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jose Alvarado","NOP","26","G","55","55","100","160","364","44.0","46.5","-2.6"
"1723586216-5467","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cam Reddish","LAL","24","F-G","47","47","100","185","363","51.0","46.9","4.1"
"1723586216-5468","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jevon Carter","CHI","28","G","70","70","100","171","362","47.2","45.8","1.4"
"1723586216-5469","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Garrison Mathews","ATL","27","G","66","66","100","179","360","49.7","45.6","4.1"
"1723586216-5470","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mitchell Robinson","NYK","26","C-F","31","31","100","187","359","52.1","49.9","2.2"
"1723586216-5471","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jonathan Isaac","ORL","26","F","58","58","100","149","354","42.1","48.1","-6.0"
"1723586216-5472","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Chris Duarte","SAC","27","G","55","55","100","175","352","49.7","46.1","3.6"
"1723586216-5473","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trendon Watford","BKN","23","F","54","54","100","170","349","48.7","47.2","1.5"
"1723586216-5474","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Quentin Grimes","DET","24","G","51","51","100","168","345","48.7","45.7","3.0"
"1723586216-5475","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luke Kennard","MEM","28","G","39","39","100","178","344","51.7","46.8","4.9"
"1723586216-5476","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Chimezie Metu","DET","27","F-C","47","47","100","159","343","46.4","46.7","-0.3"
"1723586216-5477","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dalano Banton","POR","24","F","49","49","100","157","341","46.0","45.9","0.2"
"1723586216-5478","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Blake Wesley","SAS","21","G","59","59","100","170","336","50.6","45.9","4.7"
"1723586216-5479","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jake LaRavia","MEM","22","F","34","34","100","166","335","49.6","46.6","3.0"
"1723586216-5480","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sam Merrill","CLE","28","G","57","57","100","138","331","41.7","45.6","-3.9"
"1723586216-5481","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jaden Hardy","DAL","21","G","66","66","100","174","329","52.9","46.2","6.7"
"1723586216-5482","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Markelle Fultz","ORL","26","G","43","43","100","161","320","50.3","45.8","4.5"
"1723586216-5483","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bryce McGowens","CHA","21","G","54","54","100","148","319","46.4","46.8","-0.4"
"1723586216-5484","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","JT Thor","CHA","21","F","57","57","100","153","313","48.9","47.6","1.3"
"1723586216-5485","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bruno Fernando","ATL","25","F-C","42","42","100","165","312","52.9","48.9","4.0"
"1723586216-5486","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cody Martin","CHA","28","F","28","28","100","135","311","43.4","46.6","-3.2"
"1723586216-5487","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lonnie Walker IV","BKN","25","G-F","55","55","100","130","310","41.9","45.7","-3.8"
"1723586216-5488","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Landry Shamet","WAS","27","G","46","46","100","153","307","49.8","46.6","3.2"
"1723586216-5489","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ish Smith","CHA","35","G","43","43","100","155","307","50.5","46.3","4.2"
"1723586216-5490","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mike Muscala","OKC","33","F-C","47","47","100","153","306","50.0","49.0","1.0"
"1723586216-5491","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Jemison","MEM","24","C","23","23","100","148","306","48.4","50.1","-1.7"
"1723586216-5492","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Zeke Nnaji","DEN","23","F-C","52","52","100","128","304","42.1","45.9","-3.8"
"1723586216-5493","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Chris Boucher","TOR","31","F","49","49","100","143","297","48.1","46.6","1.5"
"1723586216-5494","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Zach LaVine","CHI","29","G","25","25","100","136","293","46.4","46.3","0.1"
"1723586216-5495","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ben Sheppard","IND","22","G","52","52","100","146","292","50.0","46.3","3.7"
"1723586216-5496","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Delon Wright","MIA","32","G","45","45","100","140","287","48.8","45.6","3.2"
"1723586216-5497","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jordan Nwora","TOR","25","F","46","46","100","132","283","46.6","46.6","0.0"
"1723586216-5498","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keita Bates-Diop","BKN","28","F","48","48","100","127","281","45.2","46.6","-1.4"
"1723586216-5499","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Justin Holiday","DEN","35","F-G","52","52","100","120","280","42.9","46.2","-3.3"
"1723586216-5500","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Joe Ingles","ORL","36","F-G","68","68","100","132","278","47.5","45.6","1.9"
"1723586216-5501","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Omer Yurtseven","UTA","26","C","42","42","100","153","273","56.0","49.0","7.0"
"1723586216-5502","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Davis Bertans","CHA","31","F","38","38","100","134","271","49.4","46.2","3.2"
"1723586216-5503","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marcus Morris Sr.","CLE","34","F","47","47","100","137","269","50.9","47.0","4.0"
"1723586216-5504","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mark Williams","CHA","22","C","19","19","100","144","269","53.5","50.9","2.7"
"1723586216-5505","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Danilo Gallinari","MIL","35","F","47","47","100","139","268","51.9","48.4","3.5"
"1723586216-5506","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cam Whitmore","HOU","19","F","44","44","100","127","264","48.1","45.7","2.4"
"1723586216-5507","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dominick Barlow","SAS","21","F","30","30","100","131","263","49.8","49.6","0.2"
"1723586216-5508","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tristan Thompson","CLE","33","C-F","42","42","100","114","260","43.8","48.2","-4.4"
"1723586216-5509","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Gary Payton II","GSW","31","G","44","44","100","115","259","44.4","47.0","-2.6"
"1723586216-5510","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jericho Sims","NYK","25","C","39","39","100","131","256","51.2","49.7","1.4"
"1723586216-5511","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","MarJon Beauchamp","MIL","23","F","45","45","100","117","256","45.7","45.9","-0.2"
"1723586216-5512","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Richaun Holmes","WAS","30","F","38","38","100","139","255","54.5","49.5","5.0"
"1723586216-5513","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Craig Porter Jr.","CLE","24","G","47","47","100","126","254","49.6","45.2","4.4"
"1723586216-5514","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jalen McDaniels","TOR","26","F","46","46","100","122","254","48.0","46.9","1.1"
"1723586216-5515","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nick Smith Jr.","CHA","20","G","48","48","100","120","248","48.4","45.2","3.2"
"1723586216-5516","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lamar Stevens","MEM","26","F","36","36","100","110","240","45.8","47.6","-1.8"
