web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589097-909","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tarik Black","LAL","25","67","1091","69","0","403","113","516"
"1723589097-910","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Taurean Prince","ATL","23","59","981","84","0","168","139","307"
"1723589097-911","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Terrence Jones","MIL","25","54","1271","57","0","321","123","444"
"1723589097-912","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Terrence Ross","ORL","26","78","1955","173","0","223","178","401"
"1723589097-913","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Terry Rozier","BOS","23","74","1263","85","0","101","99","200"
"1723589097-914","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Thabo Sefolosha","ATL","33","62","1596","176","0","241","181","422"
"1723589097-915","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Thaddeus Young","IND","29","74","2237","215","0","426","279","705"
"1723589097-916","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Thomas Robinson","LAL","26","48","560","49","0","104","51","155"
"1723589097-917","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Thon Maker","MIL","20","57","562","28","0","199","48","247"
"1723589097-918","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tiago Splitter","PHI","32","8","76","3","0","32","5","37"
"1723589097-919","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tim Frazier","NOP","26","65","1525","110","0","130","168","298"
"1723589097-920","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tim Hardaway Jr.","ATL","25","79","2154","99","0","227","276","503"
"1723589097-921","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tim Quarterman","POR","22","16","80","5","0","15","8","23"
"1723589097-922","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Timofey Mozgov","LAL","30","54","1104","33","0","410","80","490"
"1723589097-923","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Timothe Luwawu-Cabarrot","PHI","22","69","1190","69","0","176","125","301"
"1723589097-924","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tobias Harris","DET","24","82","2566","128","0","478","290","768"
"1723589097-925","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tomas Satoransky","WAS","25","57","719","57","0","96","65","161"
"1723589097-926","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Toney Douglas","MEM","31","24","394","36","0","29","30","59"
"1723589097-927","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tony Allen","MEM","35","71","1914","234","0","227","203","430"
"1723589097-928","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tony Parker","SAS","35","63","1587","58","0","118","117","235"
"1723589097-929","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tony Snell","MIL","25","80","2336","139","0","244","249","493"
"1723589097-930","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Treveon Graham","CHA","23","27","189","7","0","27","24","51"
"1723589097-931","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Trevor Ariza","HOU","32","80","2773","251","0","264","218","482"
"1723589097-932","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Trevor Booker","BKN","29","71","1754","128","0","275","191","466"
"1723589097-933","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Trey Burke","WAS","24","57","703","43","0","61","56","117"
"1723589097-934","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Trey Lyles","UTA","21","71","1158","50","0","221","107","328"
"1723589097-935","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tristan Thompson","CLE","26","78","2336","73","0","757","221","978"
"1723589097-936","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Troy Daniels","MEM","25","67","1183","43","0","107","134","241"
"1723589097-937","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Troy Williams","HOU","22","30","557","41","0","63","74","137"
"1723589097-938","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Ty Lawson","SAC","29","69","1732","129","0","124","120","244"
"1723589097-939","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyler Ennis","LAL","22","53","588","40","0","60","58","118"
"1723589097-940","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyler Johnson","MIA","25","73","2177","152","0","339","198","537"
"1723589097-941","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyler Ulis","PHX","21","61","1123","93","0","68","73","141"
"1723589097-942","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyler Zeller","BOS","27","51","525","13","0","181","31","212"
"1723589097-943","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyreke Evans","SAC","27","40","788","55","0","69","83","152"
"1723589097-944","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyson Chandler","PHX","34","47","1298","57","0","338","46","384"
"1723589097-945","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Tyus Jones","MIN","21","60","774","82","0","51","70","121"
"1723589097-946","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Udonis Haslem","MIA","37","16","130","9","0","30","2","32"
"1723589097-947","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Victor Oladipo","OKC","25","67","2223","157","0","265","247","512"
"1723589097-948","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Vince Carter","MEM","40","73","1800","113","0","214","182","396"
"1723589097-949","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wade Baldwin IV","MEM","21","33","405","27","0","57","46","103"
"1723589097-950","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wayne Ellington","MIA","29","62","1500","68","0","156","128","284"
"1723589097-951","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wayne Selden","MEM","22","14","236","11","0","31","27","58"
"1723589097-952","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wesley Johnson","LAC","29","68","810","97","0","161","80","241"
"1723589097-953","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wesley Matthews","DAL","30","73","2495","190","0","258","265","523"
"1723589097-954","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Will Barton","DEN","26","60","1705","96","0","202","128","330"
"1723589097-955","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Willie Cauley-Stein","SAC","23","75","1421","105","0","349","136","485"
"1723589097-956","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Willie Reed","MIA","27","71","1031","34","0","303","53","356"
"1723589097-957","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Willy Hernangomez","NYK","23","72","1324","101","0","448","90","538"
"1723589097-958","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Wilson Chandler","DEN","30","71","2197","103","0","339","242","581"
"1723589097-959","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Yogi Ferrell","DAL","24","46","1197","92","0","91","106","197"
"1723589097-960","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Zach LaVine","MIN","22","47","1749","80","0","120","154","274"
"1723589097-961","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Zach Randolph","MEM","35","73","1786","105","0","328","160","488"
"1723589097-962","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2016-17","","Zaza Pachulia","GSW","33","70","1268","123","0","384","59","443"
"1723589135-963","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Aaron Brooks","MIN","33","32","189","10","3","19","30","49"
"1723589135-964","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Aaron Gordon","ORL","22","58","1909","82","40","272","103","375"
"1723589135-965","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Aaron Harrison","DAL","23","9","233","18","6","30","29","59"
"1723589135-966","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Aaron Jackson","HOU","32","1","35","4","0","0","0","0"
"1723589135-967","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Abdel Nader","BOS","24","48","522","33","11","70","63","133"
"1723589135-968","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Adreian Payne","ORL","27","5","43","5","0","6","1","7"
"1723589135-969","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Al Horford","BOS","32","72","2277","95","27","634","250","884"
"1723589135-970","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Al Jefferson","IND","33","36","484","32","9","151","23","174"
"1723589135-971","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Al-Farouq Aminu","POR","27","69","2072","154","49","391","207","598"
"1723589135-972","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alan Williams","PHX","25","5","70","5","1","6","5","11"
"1723589135-973","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alec Burks","UTA","26","64","1059","55","28","103","87","190"
"1723589135-974","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alec Peters","PHX","23","20","225","10","4","31","28","59"
"1723589135-975","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alex Abrines","OKC","24","75","1134","67","28","153","145","298"
"1723589135-976","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alex Caruso","LAL","24","37","562","46","13","78","59","137"
"1723589135-977","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alex Len","PHX","25","69","1395","52","16","562","78","640"
"1723589135-978","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alex Poythress","IND","24","25","104","4","2","16","10","26"
"1723589135-979","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Alfonzo McKinnie","TOR","25","14","53","2","0","7","4","11"
"1723589135-980","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Allen Crabbe","BKN","26","75","2197","112","43","260","153","413"
"1723589135-981","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Amir Johnson","PHI","31","74","1170","72","20","350","60","410"
"1723589135-982","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andre Drummond","DET","24","78","2625","250","46","721","154","875"
"1723589135-983","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andre Iguodala","GSW","34","64","1622","92","45","173","144","317"
"1723589135-984","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andre Ingram","LAL","32","2","64","2","2","6","8","14"
"1723589135-985","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andre Roberson","OKC","26","39","1037","88","34","194","127","321"
"1723589135-986","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andrew Bogut","LAL","33","24","216","7","1","60","12","72"
"1723589135-987","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andrew Harrison","MEM","23","56","1326","95","38","129","151","280"
"1723589135-988","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andrew White III","ATL","25","15","209","5","7","14","24","38"
"1723589135-989","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Andrew Wiggins","MIN","23","82","2979","139","52","351","388","739"
"1723589135-990","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ante Zizic","CLE","21","32","214","4","2","69","14","83"
"1723589135-991","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Anthony Brown","MIN","25","1","4","0","0","1","0","1"
"1723589135-992","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Anthony Davis","NOP","25","75","2727","180","60","737","334","1071"
"1723589135-993","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Anthony Tolliver","DET","33","79","1757","55","39","307","190","497"
"1723589135-994","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Antonio Blakeney","CHI","21","19","314","12","4","34","42","76"
"1723589135-995","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Antonius Cleveland","ATL","24","17","123","15","1","12","9","21"
"1723589135-996","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Aron Baynes","BOS","31","81","1485","24","21","576","120","696"
"1723589135-997","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Arron Afflalo","ORL","32","53","682","8","8","81","71","152"
"1723589135-998","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Austin Rivers","LAC","25","61","2057","122","46","180","115","295"
"1723589135-999","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Avery Bradley","LAC","27","46","1433","89","22","92","139","231"
"1723589135-1000","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bam Adebayo","MIA","20","69","1368","73","24","332","127","459"
"1723589135-1001","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ben McLemore","MEM","25","56","1091","74","23","88","103","191"
"1723589135-1002","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ben Moore","IND","23","2","9","0","0","1","0","1"
"1723589135-1003","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ben Simmons","PHI","21","81","2732","234","74","356","304","660"
"1723589135-1004","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bismack Biyombo","ORL","25","82","1495","43","20","492","92","584"
"1723589135-1005","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Blake Griffin","DET","29","58","1970","81","37","336","225","561"
"1723589135-1006","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Boban Marjanovic","LAC","29","39","338","14","2","143","16","159"
"1723589135-1007","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bobby Brown","HOU","33","20","115","3","1","3","12","15"
"1723589135-1008","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bobby Portis","CHI","23","73","1643","93","26","251","142","393"
"1723589135-1009","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bogdan Bogdanovic","SAC","25","78","2175","167","32","248","208","456"
"1723589135-1010","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bojan Bogdanovic","IND","29","80","2465","87","40","297","262","559"
"1723589135-1011","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bradley Beal","WAS","25","82","2977","165","53","312","339","651"
"1723589135-1012","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brandan Wright","HOU","30","28","381","24","9","127","28","155"
"1723589135-1013","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brandon Ingram","LAL","20","59","1975","105","33","268","250","518"
"1723589135-1014","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brandon Jennings","MIL","28","14","205","12","2","12","12","24"
"1723589135-1015","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brandon Paul","SAS","27","64","576","44","12","59","58","117"
"1723589135-1016","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Briante Weber","MEM","25","18","237","25","12","13","24","37"
"1723589135-1017","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brice Johnson","MEM","24","18","98","11","2","24","15","39"
"1723589135-1018","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Brook Lopez","LAL","30","74","1735","75","19","748","184","932"
"1723589135-1019","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bruno Caboclo","SAC","22","12","106","5","1","21","7","28"
"1723589135-1020","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Bryn Forbes","SAS","24","80","1517","40","29","147","126","273"
"1723589135-1021","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Buddy Hield","SAC","25","80","2024","151","49","307","220","527"
"1723589135-1022","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","C.J. Williams","LAC","28","38","707","55","15","93","87","180"
"1723589135-1023","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","CJ McCollum","POR","26","81","2924","125","70","350","245","595"
"1723589135-1024","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","CJ Miles","TOR","31","70","1337","75","22","110","119","229"
"1723589135-1025","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Caleb Swanigan","POR","21","27","189","4","5","34","22","56"
"1723589135-1026","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cameron Payne","CHI","23","25","582","53","21","51","78","129"
"1723589135-1027","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Caris LeVert","BKN","23","71","1864","164","43","241","195","436"
"1723589135-1028","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Carmelo Anthony","OKC","34","78","2501","106","26","295","261","556"
"1723589135-1029","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cedi Osman","CLE","23","61","673","52","17","98","69","167"
"1723589135-1030","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Chandler Parsons","MEM","29","36","691","34","8","61","57","118"
"1723589135-1031","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Channing Frye","LAL","35","53","695","26","10","226","73","299"
"1723589135-1032","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Charles Cooke","NOP","23","13","38","2","1","5","2","7"
"1723589135-1033","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cheick Diallo","NOP","21","52","581","19","11","173","49","222"
"1723589135-1034","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Chinanu Onuaku","HOU","21","1","22","0","0","2","3","5"
"1723589135-1035","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Chris Boucher","GSW","25","1","1","0","0","0","0","0"
"1723589135-1036","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Chris McCullough","WAS","23","19","90","1","2","21","9","30"
"1723589135-1037","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Chris Paul","HOU","33","58","1847","172","51","135","114","249"
"1723589135-1038","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Clint Capela","HOU","24","74","2034","75","38","768","190","958"
"1723589135-1039","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cody Zeller","CHA","25","33","627","23","12","147","27","174"
"1723589135-1040","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cole Aldrich","MIN","29","21","49","8","0","7","5","12"
"1723589135-1041","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Corey Brewer","OKC","32","72","1209","129","46","161","163","324"
"1723589135-1042","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cory Joseph","IND","26","82","2210","122","48","249","286","535"
"1723589135-1043","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Courtney Lee","NYK","32","76","2310","148","41","183","211","394"
"1723589135-1044","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Cristiano Felicio","CHI","25","55","977","32","12","225","83","308"
"1723589135-1045","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","D'Angelo Russell","BKN","22","48","1234","80","34","114","90","204"
"1723589135-1046","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","D.J. Augustin","ORL","30","75","1760","68","37","105","109","214"
"1723589135-1047","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","D.J. Wilson","MIL","22","22","71","3","0","14","9","23"
"1723589135-1048","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dakari Johnson","OKC","22","31","161","12","2","43","19","62"
"1723589135-1049","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Damian Jones","GSW","23","15","89","3","0","32","8","40"
"1723589135-1050","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Damian Lillard","POR","27","73","2670","130","76","206","138","344"
"1723589135-1051","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Damien Wilkins","IND","38","19","152","3","1","14","13","27"
"1723589135-1052","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Damion Lee","ATL","25","15","404","25","10","28","42","70"
"1723589135-1053","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Damyean Dotson","NYK","24","44","474","13","10","37","47","84"
"1723589135-1054","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Daniel Hamilton","OKC","22","6","28","1","1","2","3","5"
"1723589135-1055","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Daniel Theis","BOS","26","63","936","56","21","323","84","407"
"1723589135-1056","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Danilo Gallinari","LAC","29","21","671","38","12","111","72","183"
"1723589135-1057","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Danny Green","SAS","31","70","1791","141","27","386","202","588"
"1723589135-1058","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dante Cunningham","BKN","31","73","1562","76","29","337","119","456"
"1723589135-1059","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dante Exum","UTA","22","14","235","14","2","28","29","57"
"1723589135-1060","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Danuel House Jr.","PHX","25","23","403","12","6","75","58","133"
"1723589135-1061","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dario Saric","PHI","24","78","2310","101","32","468","282","750"
"1723589135-1062","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Darius Miller","NOP","28","82","1944","64","26","248","199","447"
"1723589135-1063","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Darrell Arthur","DEN","30","19","141","16","1","32","9","41"
"1723589135-1064","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Darren Collison","IND","30","69","2018","159","51","128","194","322"
"1723589135-1065","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Darrun Hilliard","SAS","25","14","95","4","0","14","13","27"
"1723589135-1066","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","David Nwaba","CHI","25","70","1646","102","43","221","187","408"
"1723589135-1067","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","David Stockton","UTA","27","3","9","0","0","0","3","3"
