web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589135-1068","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","David West","GSW","37","73","999","93","16","354","115","469"
"1723589135-1069","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Davis Bertans","SAS","25","77","1086","48","10","299","122","421"
"1723589135-1070","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Davon Reed","PHX","23","21","242","17","6","27","13","40"
"1723589135-1071","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","De'Aaron Fox","SAC","20","73","2026","111","68","198","265","463"
"1723589135-1072","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeAndre Jordan","LAC","29","77","2423","81","36","477","127","604"
"1723589135-1073","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeAndre Liggins","NOP","30","58","724","65","28","78","58","136"
"1723589135-1074","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeAndre' Bembry","ATL","23","26","455","40","9","57","38","95"
"1723589135-1075","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeMar DeRozan","TOR","28","80","2712","140","56","177","130","307"
"1723589135-1076","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeMarcus Cousins","NOP","27","48","1737","130","44","511","130","641"
"1723589135-1077","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","DeMarre Carroll","BKN","31","73","2180","125","50","359","177","536"
"1723589135-1078","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dejounte Murray","SAS","21","81","1743","169","61","304","199","503"
"1723589135-1079","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Delon Wright","TOR","26","69","1433","137","44","193","111","304"
"1723589135-1080","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Demetrius Jackson","PHI","23","15","80","5","0","8","10","18"
"1723589135-1081","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dennis Schroder","ATL","24","67","2078","111","54","180","227","407"
"1723589135-1082","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dennis Smith Jr.","DAL","20","69","2049","147","41","230","257","487"
"1723589135-1083","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Denzel Valentine","CHI","24","77","2095","127","53","230","271","501"
"1723589135-1084","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick Favors","UTA","26","77","2153","98","26","629","197","826"
"1723589135-1085","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick Jones Jr.","MIA","21","20","245","8","4","52","22","74"
"1723589135-1086","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick Rose","MIN","29","25","419","13","11","52","33","85"
"1723589135-1087","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick Walton Jr.","MIA","23","16","147","8","4","16","10","26"
"1723589135-1088","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick White","SAS","23","17","139","9","1","17","25","42"
"1723589135-1089","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Derrick Williams","LAL","27","2","9","0","0","1","1","2"
"1723589135-1090","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Devin Booker","PHX","21","54","1865","73","34","159","176","335"
"1723589135-1091","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Devin Harris","DEN","35","71","1340","95","31","98","105","203"
"1723589135-1092","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Devin Robinson","WAS","23","1","13","1","0","2","2","4"
"1723589135-1093","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dewayne Dedmon","ATL","28","62","1542","80","31","359","171","530"
"1723589135-1094","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Deyonta Davis","MEM","21","62","943","46","11","284","63","347"
"1723589135-1095","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dillon Brooks","MEM","22","82","2350","143","39","301","321","622"
"1723589135-1096","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dion Waiters","MIA","26","30","918","44","14","127","90","217"
"1723589135-1097","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dirk Nowitzki","DAL","40","77","1900","75","17","429","124","553"
"1723589135-1098","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Domantas Sabonis","IND","22","74","1810","76","27","477","138","615"
"1723589135-1099","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Donovan Mitchell","UTA","21","79","2638","179","46","289","230","519"
"1723589135-1100","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dorian Finney-Smith","DAL","25","21","448","19","9","55","43","98"
"1723589135-1101","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Doug McDermott","DAL","26","81","1768","39","26","160","170","330"
"1723589135-1102","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dragan Bender","PHX","20","82","2069","42","14","557","315","872"
"1723589135-1103","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Draymond Green","GSW","28","70","2287","217","41","559","277","836"
"1723589135-1104","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dwayne Bacon","CHA","22","53","713","18","12","86","89","175"
"1723589135-1105","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dwight Buycks","DET","29","29","427","44","3","37","45","82"
"1723589135-1106","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dwight Howard","CHA","32","81","2463","128","26","581","129","710"
"1723589135-1107","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dwight Powell","DAL","26","79","1672","131","36","434","248","682"
"1723589135-1108","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Dwyane Wade","MIA","36","67","1536","125","30","182","156","338"
"1723589135-1109","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","E'Twaun Moore","NOP","29","82","2586","140","63","328","199","527"
"1723589135-1110","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ed Davis","POR","29","78","1471","61","30","471","68","539"
"1723589135-1111","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Edmond Sumner","IND","22","1","2","0","0","0","0","0"
"1723589135-1112","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ekpe Udoh","UTA","31","63","810","71","17","332","73","405"
"1723589135-1113","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Elfrid Payton","PHX","24","63","1809","143","57","206","176","382"
"1723589135-1114","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Emeka Okafor","NOP","35","26","353","17","6","131","22","153"
"1723589135-1115","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Emmanuel Mudiay","NYK","22","64","1244","72","22","96","123","219"
"1723589135-1116","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Enes Freedom","NYK","26","71","1830","68","24","502","116","618"
"1723589135-1117","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Eric Bledsoe","MIL","28","74","2322","249","68","296","224","520"
"1723589135-1118","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Eric Gordon","HOU","29","69","2154","96","42","164","165","329"
"1723589135-1119","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Eric Moreland","DET","26","67","805","61","13","276","55","331"
"1723589135-1120","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Erik McCree","UTA","24","4","8","0","2","0","0","0"
"1723589135-1121","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ersan Ilyasova","PHI","31","69","1730","117","39","316","150","466"
"1723589135-1122","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Evan Fournier","ORL","25","57","1837","124","26","175","131","306"
"1723589135-1123","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Evan Turner","POR","29","79","2034","77","42","238","192","430"
"1723589135-1124","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Frank Kaminsky","CHA","25","79","1835","42","33","370","204","574"
"1723589135-1125","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Frank Mason III","SAC","24","52","984","47","23","55","101","156"
"1723589135-1126","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Frank Ntilikina","NYK","19","78","1706","124","29","237","140","377"
"1723589135-1127","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Fred VanVleet","TOR","24","76","1520","127","46","156","127","283"
"1723589135-1128","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Furkan Korkmaz","PHI","20","14","80","3","1","10","7","17"
"1723589135-1129","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Garrett Temple","SAC","32","65","1615","121","42","169","207","376"
"1723589135-1130","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gary Harris","DEN","23","67","2305","203","56","168","195","363"
"1723589135-1131","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gary Payton II","LAL","25","23","221","20","5","30","21","51"
"1723589135-1132","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","George Hill","CLE","32","67","1812","120","41","185","202","387"
"1723589135-1133","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Georges Niang","UTA","25","9","32","2","0","5","2","7"
"1723589135-1134","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Georgios Papagiannis","POR","20","17","122","5","2","53","14","67"
"1723589135-1135","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gerald Green","HOU","32","41","929","43","15","128","90","218"
"1723589135-1136","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gian Clavell","DAL","24","7","64","5","2","5","10","15"
"1723589135-1137","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Giannis Antetokounmpo","MIL","23","75","2756","189","67","495","278","773"
"1723589135-1138","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Glenn Robinson III","IND","24","23","338","18","6","50","35","85"
"1723589135-1139","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Goran Dragic","MIA","32","75","2378","110","46","284","131","415"
"1723589135-1140","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gordon Hayward","BOS","28","1","5","0","1","0","0","0"
"1723589135-1141","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Gorgui Dieng","MIN","28","79","1333","106","32","390","141","531"
"1723589135-1142","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Greg Monroe","BOS","28","51","1041","77","26","293","39","332"
"1723589135-1143","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Guerschon Yabusele","BOS","22","33","235","11","8","45","22","67"
"1723589135-1144","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Harrison Barnes","DAL","26","77","2634","83","55","380","276","656"
"1723589135-1145","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Hassan Whiteside","MIA","29","54","1364","62","22","462","54","516"
"1723589135-1146","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Henry Ellenson","DET","21","38","329","8","3","69","52","121"
"1723589135-1147","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ian Clark","NOP","27","74","1454","51","26","150","123","273"
"1723589135-1148","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ian Mahinmi","WAS","31","77","1145","86","20","354","92","446"
"1723589135-1149","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Ike Anigbogu","IND","19","11","30","1","2","11","2","13"
"1723589135-1150","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Iman Shumpert","SAC","28","14","276","27","8","22","26","48"
"1723589135-1151","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2017-18","","Isaiah Canaan","PHX","27","20","422","31","14","38","33","71"
